historical_complaint_id,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,resolved_at,priority_label,actual_resolution_days,resolved_by_officer_id,resolution_summary,similarity_group_id,citizen_feedback_score
H0440,"sparking wire reported in Ward-09, Cuttack for 5 hours.",en,"sparking wire reported in Ward-09, Cuttack for 5 hours.",electricity,sparking wire,Cuttack,Ward-09,2025-10-11 21:42:00,2025-10-13 02:42:00,high,1,O019,Transformer maintenance completed (high priority case),SIM_ELECTRICITY_04,3.3
H0441,"open electric box creating danger in Ward-18, Puri.",en,"open electric box creating danger in Ward-18, Puri.",public_safety,open electric box,Puri,Ward-18,2025-08-22 21:00:00,2025-08-25 11:00:00,medium,2,O044,Hazard removed and area secured (medium priority case),SIM_PUBLIC_SAFETY_02,4.6
H0442,"pothole on main road of Ward-27, Cuttack.",en,"pothole on main road of Ward-27, Cuttack.",roads,pothole,Cuttack,Ward-27,2025-11-13 03:46:00,2025-11-17 08:46:00,medium,4,O023,Work order raised for full resurfacing (medium priority case),SIM_ROADS_01,4.8
H0443,"Ward-01, Bhubaneswar में सड़क संकेत गायब की समस्या है।",hi,"road signage missing at junction in Ward-01, Bhubaneswar.",transport,road signage missing,Bhubaneswar,Ward-01,2025-10-31 18:23:00,2025-11-06 04:23:00,medium,5,O015,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_03,4.2
H0444,"Ward-15, Puri ରେ ବସ୍ ଷ୍ଟପ୍ ଖରାପ ସମସ୍ୟା ଅଛି।",or,"bus stop damage at junction in Ward-15, Puri.",transport,bus stop damage,Puri,Ward-15,2025-08-09 23:48:00,2025-08-13 09:48:00,high,3,O047,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_02,4.1
H0445,"Ward-27, Cuttack में चिंगारी वाली तार की शिकायत है।",hi,"sparking wire reported in Ward-27, Cuttack for 5 hours.",electricity,sparking wire,Cuttack,Ward-27,2025-09-17 11:21:00,2025-09-19 20:21:00,medium,2,O020,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_04,3.2
H0446,"overflowing bin in Ward-21, Cuttack for the last 2 hours.",en,"overflowing bin in Ward-21, Cuttack for the last 2 hours.",sanitation,overflowing bin,Cuttack,Ward-21,2025-11-16 02:59:00,2025-11-18 09:59:00,high,2,O021,Sanitation team dispatched (high priority case),SIM_SANITATION_02,4.9
H0447,"sewer overflow near Ward-01, Bhubaneswar after rain.",en,"sewer overflow near Ward-01, Bhubaneswar after rain.",drainage,sewer overflow,Bhubaneswar,Ward-01,2025-12-26 04:33:00,2025-12-31 07:33:00,low,5,O009,Waterlogging cleared with suction pump (low priority case),SIM_DRAINAGE_03,4.9
H0448,"Ward-02, Puri ରେ ରାସ୍ତା ନଷ୍ଟ ମରାମତି ଦରକାର।",or,"road damage on main road of Ward-02, Puri.",roads,road damage,Puri,Ward-02,2025-08-10 00:17:00,2025-08-14 04:17:00,medium,4,O039,Temporary patch work completed (medium priority case),SIM_ROADS_02,3.3
H0449,"Ward-11, Sambalpur में बस स्टॉप खराब की समस्या है।",hi,"bus stop damage at junction in Ward-11, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-11,2025-12-11 22:48:00,2025-12-13 02:48:00,high,1,O063,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_02,3.7
H0450,"There is smoke nuisance near residential area in Ward-08, Bhubaneswar.",en,"There is smoke nuisance near residential area in Ward-08, Bhubaneswar.",health,smoke nuisance,Bhubaneswar,Ward-08,2025-12-01 10:50:00,2025-12-05 17:50:00,medium,4,O013,Stagnant water removed (medium priority case),SIM_HEALTH_04,3.9
