complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0295,audio,"Ward-11, Sambalpur ରେ ପାଣି ଯୋଗାଣ ବନ୍ଦ ସମସ୍ୟା ହେଉଛି।",or,There is no water supply near Ward-11 in Sambalpur since 3 days.,water,no water supply,Sambalpur,Ward-11,2026-02-11 13:39:00,high,3,O050,Water Supply,0.75,0,submitted
C0296,text,"Complaint filed for sewer overflow in Ward-05, Bhubaneswar since 2 days.",en,"Complaint filed for sewer overflow in Ward-05, Bhubaneswar since 2 days.",drainage,sewer overflow,Bhubaneswar,Ward-05,2026-01-24 11:42:00,medium,1,O009,Drainage,0.87,3,submitted
C0297,text,"Ward-11, Sambalpur में चिंगारी वाली तार की शिकायत है।",hi,"sparking wire reported in Ward-11, Sambalpur for 3 days.",electricity,sparking wire,Sambalpur,Ward-11,2026-02-18 04:59:00,high,2,O051,Electrical,0.39,2,in_progress
C0298,text,"low pressure has affected houses around Ward-14, Cuttack.",en,"low pressure has affected houses around Ward-14, Cuttack.",water,low pressure,Cuttack,Ward-14,2026-02-23 17:16:00,medium,2,O018,Water Supply,0.94,2,submitted
C0299,text,"unclean public toilet in Ward-04, Sambalpur for the last 1 week.",en,"unclean public toilet in Ward-04, Sambalpur for the last 1 week.",sanitation,unclean public toilet,Sambalpur,Ward-04,2026-01-21 20:36:00,medium,3,O053,Sanitation,0.96,3,submitted
C0300,text,"Need urgent repair for road damage in Ward-09, Cuttack.",en,"Need urgent repair for road damage in Ward-09, Cuttack.",roads,road damage,Cuttack,Ward-09,2026-03-08 01:09:00,medium,7,O023,Roads & Works,0.92,0,submitted
C0301,text,There is contaminated water near Ward-14 in Cuttack since 1 day.,en,There is contaminated water near Ward-14 in Cuttack since 1 day.,water,contaminated water,Cuttack,Ward-14,2026-03-08 19:12:00,medium,3,O018,Water Supply,0.34,2,in_progress
C0302,text,"Need urgent repair for pothole in Ward-09, Cuttack.",en,"Need urgent repair for pothole in Ward-09, Cuttack.",roads,pothole,Cuttack,Ward-09,2026-02-13 04:54:00,medium,5,O024,Roads & Works,0.76,3,in_progress
C0303,text,"Please address overflowing bin in Ward-09, Cuttack.",en,"Please address overflowing bin in Ward-09, Cuttack.",sanitation,overflowing bin,Cuttack,Ward-09,2026-01-20 07:47:00,low,4,O021,Sanitation,0.79,3,resolved
C0304,video,"Public safety complaint: open electric box in Ward-16, Sambalpur.",en,"Public safety complaint: open electric box in Ward-16, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-16,2026-01-28 00:25:00,medium,4,O060,Public Safety,0.65,0,in_progress
C0305,text,"Transport complaint: bus stop damage near bus stand in Ward-04, Sambalpur.",en,"Transport complaint: bus stop damage near bus stand in Ward-04, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-04,2026-02-03 09:33:00,medium,6,O063,Traffic & Transport,0.35,2,in_progress
C0306,text,"Citizens reported illegal parking in Ward-06, Puri.",en,"Citizens reported illegal parking in Ward-06, Puri.",transport,illegal parking,Puri,Ward-06,2026-03-13 03:41:00,low,7,O047,Traffic & Transport,0.76,1,submitted
C0307,audio,"Citizens reported bus stop damage in Ward-02, Puri.",en,"Citizens reported bus stop damage in Ward-02, Puri.",transport,bus stop damage,Puri,Ward-02,2026-01-09 00:16:00,low,7,O047,Traffic & Transport,0.71,1,in_progress
C0308,text,Ward-01 क्षेत्र में चिंगारी वाली तार पिछले 1 दिन से है।,hi,"sparking wire reported in Ward-01, Bhubaneswar for 1 day.",electricity,sparking wire,Bhubaneswar,Ward-01,2026-02-02 15:35:00,high,1,O004,Electrical,0.8,5,resolved
C0309,text,"Ward-09, Cuttack ରେ ଡଷ୍ଟବିନ୍ ଭରିଯାଇଛି ସମସ୍ୟା ଅଛି।",or,"overflowing bin in Ward-09, Cuttack for the last 1 week.",sanitation,overflowing bin,Cuttack,Ward-09,2026-02-08 09:18:00,high,2,O022,Sanitation,0.9,1,in_progress
C0310,text,"Residents in Ward-15, Puri are facing contaminated water for 3 days.",en,"Residents in Ward-15, Puri are facing contaminated water for 3 days.",water,contaminated water,Puri,Ward-15,2026-01-19 20:37:00,low,4,O034,Water Supply,0.55,0,submitted
C0311,text,"Need urgent repair for road damage in Ward-02, Puri.",en,"Need urgent repair for road damage in Ward-02, Puri.",roads,road damage,Puri,Ward-02,2026-02-27 06:36:00,medium,5,O039,Roads & Works,0.46,0,submitted
C0312,text,"Complaint about overflowing bin near apartment block in Ward-14, Cuttack.",en,"Complaint about overflowing bin near apartment block in Ward-14, Cuttack.",sanitation,overflowing bin,Cuttack,Ward-14,2026-01-28 21:23:00,medium,2,O021,Sanitation,0.79,1,submitted
C0313,video,"Urgent: transformer issue near market area of Ward-14, Cuttack.",en,"Urgent: transformer issue near market area of Ward-14, Cuttack.",electricity,transformer issue,Cuttack,Ward-14,2026-01-06 07:06:00,medium,4,O019,Electrical,0.96,0,in_progress
C0314,audio,"Health-related complaint about illegal dumping in Ward-18, Puri.",en,"Health-related complaint about illegal dumping in Ward-18, Puri.",health,illegal dumping,Puri,Ward-18,2026-02-12 16:33:00,medium,3,O046,Public Health,0.59,5,submitted
C0315,text,"Citizens reported pothole near school in Ward-02, Puri.",en,"Citizens reported pothole near school in Ward-02, Puri.",roads,pothole,Puri,Ward-02,2026-03-10 13:39:00,medium,9,O039,Roads & Works,0.24,1,submitted
C0316,video,"People are suffering due to blocked drain in Ward-14, Cuttack.",en,"People are suffering due to blocked drain in Ward-14, Cuttack.",drainage,blocked drain,Cuttack,Ward-14,2026-01-29 18:21:00,medium,1,O026,Drainage,0.64,2,submitted
C0317,video,ट्रैफिक सिग्नल बंद के कारण यातायात प्रभावित है।,hi,"traffic signal not working at junction in Ward-15, Puri.",transport,traffic signal not working,Puri,Ward-15,2026-02-09 19:50:00,medium,6,O048,Traffic & Transport,0.24,2,in_progress
C0318,text,"Need urgent repair for broken divider in Ward-19, Bhubaneswar.",en,"Need urgent repair for broken divider in Ward-19, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-19,2026-02-02 08:40:00,low,11,O008,Roads & Works,0.65,0,resolved
C0319,text,"Public safety complaint: stray dog issue in Ward-02, Puri.",en,"Public safety complaint: stray dog issue in Ward-02, Puri.",public_safety,stray dog issue,Puri,Ward-02,2026-01-27 03:13:00,medium,2,O043,Public Safety,0.34,0,in_progress
C0320,text,"Citizens reported traffic signal not working in Ward-19, Bhubaneswar.",en,"Citizens reported traffic signal not working in Ward-19, Bhubaneswar.",transport,traffic signal not working,Bhubaneswar,Ward-19,2026-02-15 00:19:00,high,2,O016,Traffic & Transport,0.8,1,submitted
C0321,video,"Transport complaint: traffic signal not working near bus stand in Ward-12, Bhubaneswar.",en,"Transport complaint: traffic signal not working near bus stand in Ward-12, Bhubaneswar.",transport,traffic signal not working,Bhubaneswar,Ward-12,2026-01-05 06:06:00,low,5,O015,Traffic & Transport,0.71,2,in_progress
C0322,text,"Immediate action needed for open electric box near Ward-09, Cuttack.",en,"Immediate action needed for open electric box near Ward-09, Cuttack.",public_safety,open electric box,Cuttack,Ward-09,2026-01-14 01:10:00,medium,3,O028,Public Safety,0.21,0,submitted
C0323,text,ଖୋଲା ବିଦ୍ୟୁତ ବକ୍ସ ପାଇଁ ତୁରନ୍ତ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଦରକାର।,or,"open electric box creating danger in Ward-10, Puri.",public_safety,open electric box,Puri,Ward-10,2026-01-30 05:34:00,medium,1,O043,Public Safety,0.3,0,submitted
C0324,text,"People in Ward-12, Bhubaneswar are facing sparking wire since 1 week.",en,"People in Ward-12, Bhubaneswar are facing sparking wire since 1 week.",electricity,sparking wire,Bhubaneswar,Ward-12,2026-01-31 16:19:00,medium,4,O004,Electrical,0.76,0,resolved
C0325,text,"Please address unclean public toilet in Ward-04, Sambalpur.",en,"Please address unclean public toilet in Ward-04, Sambalpur.",sanitation,unclean public toilet,Sambalpur,Ward-04,2026-01-20 10:09:00,medium,2,O054,Sanitation,0.91,2,in_progress
C0326,audio,"Citizens reported traffic signal not working in Ward-15, Puri.",en,"Citizens reported traffic signal not working in Ward-15, Puri.",transport,traffic signal not working,Puri,Ward-15,2026-01-25 10:49:00,high,2,O048,Traffic & Transport,0.65,3,resolved
C0327,text,"Immediate action needed for fallen tree near Ward-19, Bhubaneswar.",en,"Immediate action needed for fallen tree near Ward-19, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-19,2026-02-17 02:10:00,medium,2,O012,Public Safety,0.25,3,in_progress
C0328,text,"Immediate action needed for open electric box near Ward-20, Sambalpur.",en,"Immediate action needed for open electric box near Ward-20, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-20,2026-02-20 20:38:00,medium,2,O060,Public Safety,0.63,2,submitted
C0329,text,"Ward-20, Sambalpur में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-20, Sambalpur for 3 days.",electricity,power outage,Sambalpur,Ward-20,2026-02-26 16:03:00,medium,2,O052,Electrical,0.84,1,in_progress
C0330,audio,"Transport complaint: road signage missing near bus stand in Ward-27, Cuttack.",en,"Transport complaint: road signage missing near bus stand in Ward-27, Cuttack.",transport,road signage missing,Cuttack,Ward-27,2026-01-28 08:19:00,medium,3,O031,Traffic & Transport,0.44,4,in_progress
C0331,text,"Ward-18, Puri में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-18, Puri for 3 days.",electricity,power outage,Puri,Ward-18,2026-01-06 15:23:00,medium,3,O035,Electrical,0.75,3,submitted
C0332,text,Ward-06 इलाके में गंदा पानी पिछले 3 दिन से है।,hi,There is contaminated water near Ward-06 in Puri since 3 days.,water,contaminated water,Puri,Ward-06,2026-02-04 23:24:00,medium,5,O034,Water Supply,0.36,1,submitted
C0333,audio,"Immediate action needed for open electric box near Ward-16, Sambalpur.",en,"Immediate action needed for open electric box near Ward-16, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-16,2026-01-13 14:46:00,high,1,O059,Public Safety,0.54,1,submitted
C0334,text,गलत पार्किंग के कारण यातायात प्रभावित है।,hi,"illegal parking at junction in Ward-20, Sambalpur.",transport,illegal parking,Sambalpur,Ward-20,2026-03-12 07:28:00,medium,6,O064,Traffic & Transport,0.38,0,in_progress
C0335,video,"sewer overflow near Ward-21, Cuttack after rain.",en,"sewer overflow near Ward-21, Cuttack after rain.",drainage,sewer overflow,Cuttack,Ward-21,2026-03-01 06:05:00,medium,2,O026,Drainage,0.77,3,in_progress
C0336,audio,Ward-05 क्षेत्र में चिंगारी वाली तार पिछले 1 हफ्ते से है।,hi,"sparking wire reported in Ward-05, Bhubaneswar for 1 week.",electricity,sparking wire,Bhubaneswar,Ward-05,2026-02-24 09:34:00,medium,4,O003,Electrical,0.24,0,in_progress
C0337,text,"Immediate action needed for stray dog issue near Ward-16, Sambalpur.",en,"Immediate action needed for stray dog issue near Ward-16, Sambalpur.",public_safety,stray dog issue,Sambalpur,Ward-16,2026-01-06 13:40:00,high,2,O060,Public Safety,0.33,2,resolved
C0338,text,"People are suffering due to blocked drain in Ward-12, Bhubaneswar.",en,"People are suffering due to blocked drain in Ward-12, Bhubaneswar.",drainage,blocked drain,Bhubaneswar,Ward-12,2026-01-12 15:39:00,high,2,O010,Drainage,0.87,0,in_progress
C0339,audio,"bus stop damage at junction in Ward-14, Cuttack.",en,"bus stop damage at junction in Ward-14, Cuttack.",transport,bus stop damage,Cuttack,Ward-14,2026-01-30 14:05:00,high,3,O031,Traffic & Transport,0.93,3,in_progress
C0340,text,"Ward-07, Sambalpur ରେ ଧୂଆଁର ଅସୁବିଧା ଅଭିଯୋଗ ଅଛି।",or,"smoke nuisance observed in Ward-07, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-07,2026-03-06 19:52:00,high,1,O062,Public Health,0.33,2,in_progress
C0341,audio,"There is smoke nuisance near residential area in Ward-21, Cuttack.",en,"There is smoke nuisance near residential area in Ward-21, Cuttack.",health,smoke nuisance,Cuttack,Ward-21,2026-03-10 08:28:00,medium,1,O030,Public Health,0.45,0,submitted
C0342,text,"There is illegal dumping near residential area in Ward-18, Puri.",en,"There is illegal dumping near residential area in Ward-18, Puri.",health,illegal dumping,Puri,Ward-18,2026-02-26 04:37:00,high,2,O045,Public Health,0.8,1,in_progress
C0343,audio,"Ward-27, Cuttack में गिरा हुआ पेड़ से खतरा है।",hi,"fallen tree creating danger in Ward-27, Cuttack.",public_safety,fallen tree,Cuttack,Ward-27,2026-01-09 16:33:00,medium,3,O027,Public Safety,0.55,2,submitted
C0344,text,"Residents in Ward-19, Bhubaneswar are facing pipeline leakage for 3 days.",en,"Residents in Ward-19, Bhubaneswar are facing pipeline leakage for 3 days.",water,pipeline leakage,Bhubaneswar,Ward-19,2026-01-11 13:05:00,medium,2,O001,Water Supply,0.49,1,resolved
C0345,text,Cuttack के Ward-14 में मैनहोल का ढक्कन टूटा हो रहा है।,hi,"manhole cover broken near Ward-14, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-14,2026-02-27 07:49:00,medium,5,O026,Drainage,0.33,0,submitted
C0346,text,"Residents in Ward-10, Puri are facing low pressure for 2 days.",en,"Residents in Ward-10, Puri are facing low pressure for 2 days.",water,low pressure,Puri,Ward-10,2026-02-03 20:11:00,high,3,O033,Water Supply,0.28,3,submitted
C0347,audio,"Transport complaint: traffic signal not working near bus stand in Ward-08, Bhubaneswar.",en,"Transport complaint: traffic signal not working near bus stand in Ward-08, Bhubaneswar.",transport,traffic signal not working,Bhubaneswar,Ward-08,2026-02-12 19:09:00,high,1,O016,Traffic & Transport,0.2,3,submitted
C0348,text,"mosquito breeding observed in Ward-18, Puri.",en,"mosquito breeding observed in Ward-18, Puri.",health,mosquito breeding,Puri,Ward-18,2026-03-14 08:46:00,low,6,O046,Public Health,0.38,3,submitted
C0349,video,"Immediate action needed for unsafe construction debris near Ward-10, Puri.",en,"Immediate action needed for unsafe construction debris near Ward-10, Puri.",public_safety,unsafe construction debris,Puri,Ward-10,2026-01-30 08:05:00,low,5,O043,Public Safety,0.8,1,in_progress
C0350,text,"Need urgent repair for damaged footpath in Ward-11, Sambalpur.",en,"Need urgent repair for damaged footpath in Ward-11, Sambalpur.",roads,damaged footpath,Sambalpur,Ward-11,2026-02-24 07:28:00,medium,4,O056,Roads & Works,0.31,1,in_progress
C0351,text,"manhole cover broken near Ward-12, Bhubaneswar after rain.",en,"manhole cover broken near Ward-12, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-12,2026-01-04 23:25:00,high,3,O010,Drainage,0.83,3,resolved
C0352,audio,"Ward-03, Cuttack ରେ ଗଡ଼ଢା ମରାମତି ଦରକାର।",or,"pothole on main road of Ward-03, Cuttack.",roads,pothole,Cuttack,Ward-03,2026-02-23 02:02:00,medium,7,O023,Roads & Works,0.71,0,resolved
C0353,text,"Ward-19, Bhubaneswar में बस स्टॉप खराब की समस्या है।",hi,"bus stop damage at junction in Ward-19, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-19,2026-03-10 12:39:00,low,3,O015,Traffic & Transport,0.83,3,submitted
C0354,text,गिरा हुआ पेड़ के लिए तुरंत कार्रवाई चाहिए।,hi,"fallen tree creating danger in Ward-09, Cuttack.",public_safety,fallen tree,Cuttack,Ward-09,2026-01-13 09:48:00,high,2,O027,Public Safety,0.74,3,submitted
C0355,text,"Ward-01, Bhubaneswar ରେ ଅସ୍ଵଚ୍ଛ ସାର୍ବଜନିକ ଶୌଚାଳୟ ସମସ୍ୟା ଅଛି।",or,"unclean public toilet in Ward-01, Bhubaneswar for the last 5 hours.",sanitation,unclean public toilet,Bhubaneswar,Ward-01,2026-01-01 21:00:00,high,1,O006,Sanitation,0.75,2,submitted
C0356,audio,"Ward-07, Sambalpur में कूड़ादान भरा हुआ की समस्या बनी हुई है।",hi,"overflowing bin in Ward-07, Sambalpur for the last 1 day.",sanitation,overflowing bin,Sambalpur,Ward-07,2026-02-22 10:44:00,medium,2,O054,Sanitation,0.34,0,in_progress
